GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
book-plus-auth-service,com.bookplus.auth.adapter.out.persistence,UserPersistenceAdapter,128,0,0,0,16,0,10,0,10,0
book-plus-auth-service,com.bookplus.auth.shared.validation,StrongPasswordValidator,0,73,0,22,0,12,0,13,0,2
book-plus-auth-service,com.bookplus.auth.adapter.out.verification,EmailVerificationAdapter,113,0,6,0,28,0,8,0,5,0
book-plus-auth-service,com.bookplus.auth.domain.exception,TokenExpiredException,11,0,0,0,2,0,1,0,1,0
book-plus-auth-service,com.bookplus.auth.domain.exception,UserAlreadyExistsException,0,15,0,0,0,2,0,1,0,1
book-plus-auth-service,com.bookplus.auth.domain.exception,InvalidCredentialsException,4,0,0,0,2,0,1,0,1,0
book-plus-auth-service,com.bookplus.auth.domain.exception,DomainException,5,4,0,0,2,2,1,1,1,1
book-plus-auth-service,com.bookplus.auth.domain.exception,UserNotFoundException,5,0,0,0,2,0,1,0,1,0
book-plus-auth-service,com.bookplus.auth.domain.exception,TokenInvalidException,11,0,0,0,2,0,1,0,1,0
book-plus-auth-service,com.bookplus.auth.domain.model,Email,0,39,0,2,0,11,0,5,0,4
book-plus-auth-service,com.bookplus.auth.domain.model,UserId,11,19,0,0,2,5,2,3,2,3
book-plus-auth-service,com.bookplus.auth.domain.model,PasswordResetToken,90,0,4,0,23,0,14,0,12,0
book-plus-auth-service,com.bookplus.auth.domain.model,RefreshToken,104,0,4,0,25,0,16,0,14,0
book-plus-auth-service,com.bookplus.auth.domain.model,User,175,192,10,10,38,46,21,17,15,13
book-plus-auth-service,com.bookplus.auth.domain.model,UserRole,0,45,0,2,0,8,0,4,0,3
